# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -300 ps, Average over 80 waveforms. Date: 2023-3-20
# Time [ps] 	 THz Signal [a.u.]
-268.06457353	-0.00511826
-268.03121712	-0.00531273
-267.99786071	-0.00624678
-267.96450430	-0.00576351
-267.93114789	-0.00634985
-267.89779148	-0.00549577
-267.86443507	-0.00721614
-267.83107866	-0.00603902
-267.79772225	-0.00516286
-267.76436584	-0.00672099
-267.73100943	-0.00572251
-267.69765302	-0.00605098
-267.66429661	-0.00577192
-267.63094020	-0.00606068
-267.59758379	-0.00673503
-267.56422738	-0.00626948
-267.53087097	-0.00580723
-267.49751456	-0.00573302
-267.46415815	-0.00664780
-267.43080174	-0.00673501
-267.39744534	-0.00630805
-267.36408893	-0.00673105
-267.33073252	-0.00552654
-267.29737611	-0.00564644
-267.26401970	-0.00576746
-267.23066329	-0.00597969
-267.19730688	-0.00583657
-267.16395047	-0.00552047
-267.13059406	-0.00599090
-267.09723765	-0.00596193
-267.06388124	-0.00552246
-267.03052483	-0.00685758
-266.99716842	-0.00573005
-266.96381201	-0.00643643
-266.93045560	-0.00626445
-266.89709919	-0.00589043
-266.86374278	-0.00637959
-266.83038637	-0.00546633
-266.79702996	-0.00638594
-266.76367355	-0.00620557
-266.73031714	-0.00610901
-266.69696074	-0.00623851
-266.66360433	-0.00556382
-266.63024792	-0.00686460
-266.59689151	-0.00610690
-266.56353510	-0.00604961
-266.53017869	-0.00627201
-266.49682228	-0.00681341
-266.46346587	-0.00516728
-266.43010946	-0.00665015
-266.39675305	-0.00721040
-266.36339664	-0.00632367
-266.33004023	-0.00675631
-266.29668382	-0.00652964
-266.26332741	-0.00550534
-266.22997100	-0.00636553
-266.19661459	-0.00703148
-266.16325818	-0.00637653
-266.12990177	-0.00609374
-266.09654536	-0.00630185
-266.06318895	-0.00714872
-266.02983255	-0.00560795
-265.99647614	-0.00567017
-265.96311973	-0.00662820
-265.92976332	-0.00668526
-265.89640691	-0.00739063
-265.86305050	-0.00667548
-265.82969409	-0.00573125
-265.79633768	-0.00658971
-265.76298127	-0.00557303
-265.72962486	-0.00651457
-265.69626845	-0.00711377
-265.66291204	-0.00566676
-265.62955563	-0.00637707
-265.59619922	-0.00711981
-265.56284281	-0.00707896
-265.52948640	-0.00802819
-265.49612999	-0.00697925
-265.46277358	-0.00621211
-265.42941717	-0.00659972
-265.39606076	-0.00712930
-265.36270435	-0.00655961
-265.32934795	-0.00631258
-265.29599154	-0.00667991
-265.26263513	-0.00571328
-265.22927872	-0.00600949
-265.19592231	-0.00584348
-265.16256590	-0.00615619
-265.12920949	-0.00645645
-265.09585308	-0.00669850
-265.06249667	-0.00658050
-265.02914026	-0.00610051
-264.99578385	-0.00639774
-264.96242744	-0.00642217
-264.92907103	-0.00565793
-264.89571462	-0.00638820
-264.86235821	-0.00677270
-264.82900180	-0.00658628
-264.79564539	-0.00718472
-264.76228898	-0.00550335
-264.72893257	-0.00689920
-264.69557616	-0.00676221
-264.66221975	-0.00746948
-264.62886335	-0.00621494
-264.59550694	-0.00657405
-264.56215053	-0.00640201
-264.52879412	-0.00595005
-264.49543771	-0.00700968
-264.46208130	-0.00645488
-264.42872489	-0.00729308
-264.39536848	-0.00729665
-264.36201207	-0.00714083
-264.32865566	-0.00624859
-264.29529925	-0.00683683
-264.26194284	-0.00768379
-264.22858643	-0.00780998
-264.19523002	-0.00713253
-264.16187361	-0.00630510
-264.12851720	-0.00819658
-264.09516079	-0.00663768
-264.06180438	-0.00708077
-264.02844797	-0.00704031
-263.99509156	-0.00807304
-263.96173515	-0.00603712
-263.92837875	-0.00741789
-263.89502234	-0.00802061
-263.86166593	-0.00661212
-263.82830952	-0.00719858
-263.79495311	-0.00729576
-263.76159670	-0.00836820
-263.72824029	-0.00670623
-263.69488388	-0.00807081
-263.66152747	-0.00768583
-263.62817106	-0.00821033
-263.59481465	-0.00772496
-263.56145824	-0.00853118
-263.52810183	-0.00700989
-263.49474542	-0.00722501
-263.46138901	-0.00753063
-263.42803260	-0.00815846
-263.39467619	-0.00757194
-263.36131978	-0.00889544
-263.32796337	-0.00959312
-263.29460696	-0.00767512
-263.26125055	-0.00911540
-263.22789415	-0.00753295
-263.19453774	-0.00913599
-263.16118133	-0.00724384
-263.12782492	-0.00832575
-263.09446851	-0.00936541
-263.06111210	-0.00879581
-263.02775569	-0.00872616
-262.99439928	-0.00754870
-262.96104287	-0.00877368
-262.92768646	-0.00791338
-262.89433005	-0.00838039
-262.86097364	-0.00861543
-262.82761723	-0.00877329
-262.79426082	-0.00777536
-262.76090441	-0.00881675
-262.72754800	-0.00835576
-262.69419159	-0.00863949
-262.66083518	-0.00846403
-262.62747877	-0.00822934
-262.59412236	-0.00763866
-262.56076595	-0.00699002
-262.52740955	-0.00794408
-262.49405314	-0.00830344
-262.46069673	-0.00789140
-262.42734032	-0.00724191
-262.39398391	-0.00807478
-262.36062750	-0.00801895
-262.32727109	-0.00709102
-262.29391468	-0.00748610
-262.26055827	-0.00758424
-262.22720186	-0.00746278
-262.19384545	-0.00743347
-262.16048904	-0.00749914
-262.12713263	-0.00844430
-262.09377622	-0.00805790
-262.06041981	-0.00745742
-262.02706340	-0.00784302
-261.99370699	-0.00803790
-261.96035058	-0.00807945
-261.92699417	-0.00820135
-261.89363776	-0.00873155
-261.86028136	-0.00758478
-261.82692495	-0.00904923
-261.79356854	-0.00842044
-261.76021213	-0.00764506
-261.72685572	-0.00886319
-261.69349931	-0.00894988
-261.66014290	-0.00860529
-261.62678649	-0.00857846
-261.59343008	-0.00857794
-261.56007367	-0.00831272
-261.52671726	-0.00857261
-261.49336085	-0.00834768
-261.46000444	-0.00802036
-261.42664803	-0.00781715
-261.39329162	-0.00907933
-261.35993521	-0.00955185
-261.32657880	-0.00746063
-261.29322239	-0.00829591
-261.25986598	-0.00939995
-261.22650957	-0.00850314
-261.19315316	-0.00802662
-261.15979676	-0.00859027
-261.12644035	-0.00835486
-261.09308394	-0.00953257
-261.05972753	-0.00883286
-261.02637112	-0.00802151
-260.99301471	-0.00807837
-260.95965830	-0.00763763
-260.92630189	-0.00847382
-260.89294548	-0.00894085
-260.85958907	-0.00945318
-260.82623266	-0.00932896
-260.79287625	-0.01019874
-260.75951984	-0.00961653
-260.72616343	-0.00891989
-260.69280702	-0.00797283
-260.65945061	-0.00804557
-260.62609420	-0.00970530
-260.59273779	-0.00880979
-260.55938138	-0.00893023
-260.52602497	-0.00827629
-260.49266856	-0.00944417
-260.45931216	-0.00867855
-260.42595575	-0.00752400
-260.39259934	-0.00923875
-260.35924293	-0.00847346
-260.32588652	-0.00812813
-260.29253011	-0.00953839
-260.25917370	-0.00933360
-260.22581729	-0.00779728
-260.19246088	-0.00835497
-260.15910447	-0.00891849
-260.12574806	-0.00896406
-260.09239165	-0.00818289
-260.05903524	-0.00869694
-260.02567883	-0.00866141
-259.99232242	-0.00939886
-259.95896601	-0.00918303
-259.92560960	-0.00805142
-259.89225319	-0.00782118
-259.85889678	-0.00926151
-259.82554037	-0.01002572
-259.79218396	-0.00884085
-259.75882756	-0.00764870
-259.72547115	-0.00908735
-259.69211474	-0.00880236
-259.65875833	-0.00918969
-259.62540192	-0.00996913
-259.59204551	-0.00825133
-259.55868910	-0.00863230
-259.52533269	-0.00906405
-259.49197628	-0.00878389
-259.45861987	-0.00918975
-259.42526346	-0.00913989
-259.39190705	-0.00956047
-259.35855064	-0.00944465
-259.32519423	-0.01030986
-259.29183782	-0.00877350
-259.25848141	-0.00916825
-259.22512500	-0.01057317
-259.19176859	-0.00911711
-259.15841218	-0.00946939
-259.12505577	-0.01058228
-259.09169936	-0.01002889
-259.05834296	-0.00980773
-259.02498655	-0.00878897
-258.99163014	-0.00933631
-258.95827373	-0.00963783
-258.92491732	-0.00975849
-258.89156091	-0.00917431
-258.85820450	-0.00879976
-258.82484809	-0.00955589
-258.79149168	-0.00929854
-258.75813527	-0.00989584
-258.72477886	-0.01015221
-258.69142245	-0.00970616
-258.65806604	-0.00976440
-258.62470963	-0.01017160
-258.59135322	-0.01001221
-258.55799681	-0.00924928
-258.52464040	-0.01018487
-258.49128399	-0.01090845
-258.45792758	-0.01020009
-258.42457117	-0.00946600
-258.39121476	-0.00948727
-258.35785836	-0.00985289
-258.32450195	-0.00936714
-258.29114554	-0.00969801
-258.25778913	-0.00919696
-258.22443272	-0.00909877
-258.19107631	-0.01133733
-258.15771990	-0.01081728
-258.12436349	-0.00979374
-258.09100708	-0.00948307
-258.05765067	-0.01057617
-258.02429426	-0.00915447
-257.99093785	-0.00925459
-257.95758144	-0.01045490
-257.92422503	-0.00993727
-257.89086862	-0.00978795
-257.85751221	-0.01009372
-257.82415580	-0.01028960
-257.79079939	-0.01006201
-257.75744298	-0.00966279
-257.72408657	-0.00897336
-257.69073017	-0.00908785
-257.65737376	-0.01026850
-257.62401735	-0.00973223
-257.59066094	-0.00967417
-257.55730453	-0.00955076
-257.52394812	-0.00852912
-257.49059171	-0.01068562
-257.45723530	-0.01043743
-257.42387889	-0.01068737
-257.39052248	-0.00996675
-257.35716607	-0.01027018
-257.32380966	-0.01014737
-257.29045325	-0.01029671
-257.25709684	-0.01003806
-257.22374043	-0.01076565
-257.19038402	-0.01011136
-257.15702761	-0.00965488
-257.12367120	-0.00944098
-257.09031479	-0.00994881
-257.05695838	-0.01004721
-257.02360197	-0.00949418
-256.99024557	-0.01035199
-256.95688916	-0.01069130
-256.92353275	-0.00896259
-256.89017634	-0.00911434
-256.85681993	-0.01043775
-256.82346352	-0.01033588
-256.79010711	-0.00944858
-256.75675070	-0.00955560
-256.72339429	-0.00973937
-256.69003788	-0.01025334
-256.65668147	-0.01008059
-256.62332506	-0.01162742
-256.58996865	-0.01098848
-256.55661224	-0.01070443
-256.52325583	-0.01084040
-256.48989942	-0.01117344
-256.45654301	-0.00989995
-256.42318660	-0.01018184
-256.38983019	-0.00990977
-256.35647378	-0.00979145
-256.32311737	-0.01037234
-256.28976097	-0.01061746
-256.25640456	-0.01093348
-256.22304815	-0.01216250
-256.18969174	-0.01054118
-256.15633533	-0.01079681
-256.12297892	-0.01041114
-256.08962251	-0.01082074
-256.05626610	-0.01149736
-256.02290969	-0.00970861
-255.98955328	-0.01143881
-255.95619687	-0.01207645
-255.92284046	-0.01109575
-255.88948405	-0.01086362
-255.85612764	-0.01105452
-255.82277123	-0.01205515
-255.78941482	-0.01181272
-255.75605841	-0.01149444
-255.72270200	-0.01084836
-255.68934559	-0.01101334
-255.65598918	-0.01128478
-255.62263277	-0.01167383
-255.58927637	-0.01030117
-255.55591996	-0.01201612
-255.52256355	-0.01046808
-255.48920714	-0.01201262
-255.45585073	-0.01194294
-255.42249432	-0.01284195
-255.38913791	-0.01228204
-255.35578150	-0.01221335
-255.32242509	-0.01286222
-255.28906868	-0.01181343
-255.25571227	-0.01161096
-255.22235586	-0.01306496
-255.18899945	-0.01282260
-255.15564304	-0.01191641
-255.12228663	-0.01291122
-255.08893022	-0.01326002
-255.05557381	-0.01275130
-255.02221740	-0.01265541
-254.98886099	-0.01291590
-254.95550458	-0.01235054
-254.92214817	-0.01162964
-254.88879177	-0.01225791
-254.85543536	-0.01257081
-254.82207895	-0.01286564
-254.78872254	-0.01260514
-254.75536613	-0.01218476
-254.72200972	-0.01329425
-254.68865331	-0.01174697
-254.65529690	-0.01310169
-254.62194049	-0.01359737
-254.58858408	-0.01252409
-254.55522767	-0.01288472
-254.52187126	-0.01359703
-254.48851485	-0.01330873
-254.45515844	-0.01263798
-254.42180203	-0.01278949
-254.38844562	-0.01298249
-254.35508921	-0.01362652
-254.32173280	-0.01230099
-254.28837639	-0.01327566
-254.25501998	-0.01304531
-254.22166358	-0.01309887
-254.18830717	-0.01331831
-254.15495076	-0.01459786
-254.12159435	-0.01366183
-254.08823794	-0.01301809
-254.05488153	-0.01339958
-254.02152512	-0.01370302
-253.98816871	-0.01356993
-253.95481230	-0.01388976
-253.92145589	-0.01313241
-253.88809948	-0.01381287
-253.85474307	-0.01379619
-253.82138666	-0.01369373
-253.78803025	-0.01332996
-253.75467384	-0.01357603
-253.72131743	-0.01330831
-253.68796102	-0.01535778
-253.65460461	-0.01345051
-253.62124820	-0.01442810
-253.58789179	-0.01340926
-253.55453538	-0.01407306
-253.52117898	-0.01448897
-253.48782257	-0.01480334
-253.45446616	-0.01451652
-253.42110975	-0.01405662
-253.38775334	-0.01360665
-253.35439693	-0.01454069
-253.32104052	-0.01392082
-253.28768411	-0.01373296
-253.25432770	-0.01376668
-253.22097129	-0.01262022
-253.18761488	-0.01316651
-253.15425847	-0.01287804
-253.12090206	-0.01231434
-253.08754565	-0.01245225
-253.05418924	-0.01161630
-253.02083283	-0.01134655
-252.98747642	-0.01129094
-252.95412001	-0.01141287
-252.92076360	-0.01125547
-252.88740719	-0.00992406
-252.85405078	-0.01033439
-252.82069438	-0.01070347
-252.78733797	-0.01235470
-252.75398156	-0.01165423
-252.72062515	-0.01229440
-252.68726874	-0.01275326
-252.65391233	-0.01375220
-252.62055592	-0.01377834
-252.58719951	-0.01368297
-252.55384310	-0.01423844
-252.52048669	-0.01567471
-252.48713028	-0.01428793
-252.45377387	-0.01575574
-252.42041746	-0.01583557
-252.38706105	-0.01609689
-252.35370464	-0.01545868
-252.32034823	-0.01476297
-252.28699182	-0.01443300
-252.25363541	-0.01521014
-252.22027900	-0.01411233
-252.18692259	-0.01595192
-252.15356618	-0.01473106
-252.12020978	-0.01402027
-252.08685337	-0.01540603
-252.05349696	-0.01460971
-252.02014055	-0.01364488
-251.98678414	-0.01475556
-251.95342773	-0.01411988
-251.92007132	-0.01340026
-251.88671491	-0.01549769
-251.85335850	-0.01331978
-251.82000209	-0.01462192
-251.78664568	-0.01394436
-251.75328927	-0.01352047
-251.71993286	-0.01356169
-251.68657645	-0.01436412
-251.65322004	-0.01371416
-251.61986363	-0.01428062
-251.58650722	-0.01330981
-251.55315081	-0.01370233
-251.51979440	-0.01304506
-251.48643799	-0.01324769
-251.45308158	-0.01319357
-251.41972518	-0.01261458
-251.38636877	-0.01470664
-251.35301236	-0.01347824
-251.31965595	-0.01375472
-251.28629954	-0.01345776
-251.25294313	-0.01291661
-251.21958672	-0.01347827
-251.18623031	-0.01356065
-251.15287390	-0.01382333
-251.11951749	-0.01384098
-251.08616108	-0.01414352
-251.05280467	-0.01391161
-251.01944826	-0.01358784
-250.98609185	-0.01225115
-250.95273544	-0.01198944
-250.91937903	-0.01273550
-250.88602262	-0.01204499
-250.85266621	-0.01246808
-250.81930980	-0.01314135
-250.78595339	-0.01251638
-250.75259698	-0.01280685
-250.71924058	-0.01226414
-250.68588417	-0.01195679
-250.65252776	-0.01245985
-250.61917135	-0.01306232
-250.58581494	-0.01335269
-250.55245853	-0.01213434
-250.51910212	-0.01311818
-250.48574571	-0.01270091
-250.45238930	-0.01355429
-250.41903289	-0.01307397
-250.38567648	-0.01214495
-250.35232007	-0.01321154
-250.31896366	-0.01366040
-250.28560725	-0.01348884
-250.25225084	-0.01321361
-250.21889443	-0.01359723
-250.18553802	-0.01390858
-250.15218161	-0.01364238
-250.11882520	-0.01229227
-250.08546879	-0.01373440
-250.05211239	-0.01305668
-250.01875598	-0.01322068
-249.98539957	-0.01293103
-249.95204316	-0.01313974
-249.91868675	-0.01218531
-249.88533034	-0.01326221
-249.85197393	-0.01329820
-249.81861752	-0.01329059
-249.78526111	-0.01345672
-249.75190470	-0.01343475
-249.71854829	-0.01412293
-249.68519188	-0.01308283
-249.65183547	-0.01351335
-249.61847906	-0.01398981
-249.58512265	-0.01427245
-249.55176624	-0.01486633
-249.51840983	-0.01337197
-249.48505342	-0.01333735
-249.45169701	-0.01386378
-249.41834060	-0.01354827
-249.38498419	-0.01439050
-249.35162779	-0.01458507
-249.31827138	-0.01383834
-249.28491497	-0.01436752
-249.25155856	-0.01431743
-249.21820215	-0.01451504
-249.18484574	-0.01390071
-249.15148933	-0.01411470
-249.11813292	-0.01342404
-249.08477651	-0.01413945
-249.05142010	-0.01421236
-249.01806369	-0.01188924
-248.98470728	-0.01253054
-248.95135087	-0.01241200
-248.91799446	-0.01185852
-248.88463805	-0.01212480
-248.85128164	-0.01110789
-248.81792523	-0.01062299
-248.78456882	-0.01051758
-248.75121241	-0.01043996
-248.71785600	-0.01044001
-248.68449959	-0.01185293
-248.65114319	-0.01085028
-248.61778678	-0.01147482
-248.58443037	-0.01091343
-248.55107396	-0.01155148
-248.51771755	-0.01274710
-248.48436114	-0.01297451
-248.45100473	-0.01382965
-248.41764832	-0.01391383
-248.38429191	-0.01311913
-248.35093550	-0.01436739
-248.31757909	-0.01622127
-248.28422268	-0.01569390
-248.25086627	-0.01625078
-248.21750986	-0.01525549
-248.18415345	-0.01558393
-248.15079704	-0.01516615
-248.11744063	-0.01582128
-248.08408422	-0.01651503
-248.05072781	-0.01706505
-248.01737140	-0.01681081
-247.98401499	-0.01668700
-247.95065859	-0.01762390
-247.91730218	-0.01705725
-247.88394577	-0.01843059
-247.85058936	-0.01752919
-247.81723295	-0.01860104
-247.78387654	-0.01828123
-247.75052013	-0.01919548
-247.71716372	-0.01935701
-247.68380731	-0.01925441
-247.65045090	-0.01970346
-247.61709449	-0.01926492
-247.58373808	-0.02006486
-247.55038167	-0.01962382
-247.51702526	-0.02177154
-247.48366885	-0.02102075
-247.45031244	-0.02152112
-247.41695603	-0.02211405
-247.38359962	-0.02304141
-247.35024321	-0.02409386
-247.31688680	-0.02388006
-247.28353039	-0.02478527
-247.25017399	-0.02601698
-247.21681758	-0.02695834
-247.18346117	-0.02824101
-247.15010476	-0.02877181
-247.11674835	-0.03074720
-247.08339194	-0.03270227
-247.05003553	-0.03341365
-247.01667912	-0.03558540
-246.98332271	-0.03681022
-246.94996630	-0.03861739
-246.91660989	-0.04099346
-246.88325348	-0.04241562
-246.84989707	-0.04629776
-246.81654066	-0.04863964
-246.78318425	-0.05143984
-246.74982784	-0.05356301
-246.71647143	-0.05683626
-246.68311502	-0.05937343
-246.64975861	-0.06281294
-246.61640220	-0.06644195
-246.58304579	-0.07123261
-246.54968939	-0.07420753
-246.51633298	-0.07973696
-246.48297657	-0.08241161
-246.44962016	-0.08796982
-246.41626375	-0.09277379
-246.38290734	-0.09793619
-246.34955093	-0.10374679
-246.31619452	-0.10959606
-246.28283811	-0.11585090
-246.24948170	-0.12315220
-246.21612529	-0.13190733
-246.18276888	-0.13898298
-246.14941247	-0.14774712
-246.11605606	-0.15679507
-246.08269965	-0.16725160
-246.04934324	-0.17802881
-246.01598683	-0.18992180
-245.98263042	-0.20128225
-245.94927401	-0.21271576
-245.91591760	-0.22417902
-245.88256120	-0.23443169
-245.84920479	-0.24446832
-245.81584838	-0.24973193
-245.78249197	-0.25250184
-245.74913556	-0.24847918
-245.71577915	-0.23470446
-245.68242274	-0.21066930
-245.64906633	-0.16985559
-245.61570992	-0.11682860
-245.58235351	-0.04201464
-245.54899710	0.05242446
-245.51564069	0.17137317
-245.48228428	0.31106222
-245.44892787	0.47270293
-245.41557146	0.65095924
-245.38221505	0.84272049
-245.34885864	1.04138246
-245.31550223	1.23978919
-245.28214582	1.42830771
-245.24878941	1.59617572
-245.21543300	1.73000625
-245.18207660	1.81873321
-245.14872019	1.84828775
-245.11536378	1.81113320
-245.08200737	1.70451867
-245.04865096	1.51971497
-245.01529455	1.27144058
-244.98193814	0.95862594
-244.94858173	0.60708579
-244.91522532	0.22748782
-244.88186891	-0.14812728
-244.84851250	-0.51320797
-244.81515609	-0.83287044
-244.78179968	-1.10535431
-244.74844327	-1.31166627
-244.71508686	-1.45301037
-244.68173045	-1.52972241
-244.64837404	-1.54624205
-244.61501763	-1.51142251
-244.58166122	-1.43448216
-244.54830481	-1.32721756
-244.51494840	-1.19564708
-244.48159200	-1.05642666
-244.44823559	-0.91006486
-244.41487918	-0.76996425
-244.38152277	-0.63676465
-244.34816636	-0.51856070
-244.31480995	-0.41460046
-244.28145354	-0.32691537
-244.24809713	-0.24988542
-244.21474072	-0.18738857
-244.18138431	-0.13621691
-244.14802790	-0.09618433
-244.11467149	-0.06448628
-244.08131508	-0.04089506
-244.04795867	-0.02128399
-244.01460226	-0.00512275
-243.98124585	0.01044626
-243.94788944	0.02919575
-243.91453303	0.05063270
-243.88117662	0.07490966
-243.84782021	0.10128998
-243.81446380	0.12547635
-243.78110740	0.14716178
-243.74775099	0.16378676
-243.71439458	0.16941838
-243.68103817	0.16733200
-243.64768176	0.15518385
-243.61432535	0.13073329
-243.58096894	0.09670018
-243.54761253	0.05345627
-243.51425612	0.00156508
-243.48089971	-0.04988714
-243.44754330	-0.10225869
-243.41418689	-0.14890326
-243.38083048	-0.18335324
-243.34747407	-0.20237569
-243.31411766	-0.20477064
-243.28076125	-0.19090568
-243.24740484	-0.15895164
-243.21404843	-0.11654407
-243.18069202	-0.06194300
-243.14733561	-0.00345070
-243.11397920	0.05225622
-243.08062280	0.10040873
-243.04726639	0.14127554
-243.01390998	0.16837327
-242.98055357	0.17905584
-242.94719716	0.17421661
-242.91384075	0.15295978
-242.88048434	0.11713113
-242.84712793	0.07391250
-242.81377152	0.02740367
-242.78041511	-0.01759167
-242.74705870	-0.05929224
-242.71370229	-0.08804732
-242.68034588	-0.10743927
-242.64698947	-0.11720901
-242.61363306	-0.11870440
-242.58027665	-0.11393268
-242.54692024	-0.10435459
-242.51356383	-0.09089203
-242.48020742	-0.07540185
-242.44685101	-0.05716227
-242.41349460	-0.03833038
-242.38013820	-0.01741485
-242.34678179	0.00476596
-242.31342538	0.02446078
-242.28006897	0.04251603
-242.24671256	0.05940212
-242.21335615	0.07424854
-242.17999974	0.08648215
-242.14664333	0.09811365
-242.11328692	0.10850893
-242.07993051	0.11600537
-242.04657410	0.12132064
-242.01321769	0.12573728
-241.97986128	0.12486157
-241.94650487	0.12010228
-241.91314846	0.10935765
-241.87979205	0.09414138
-241.84643564	0.07152834
-241.81307923	0.04261153
-241.77972282	0.01046705
-241.74636641	-0.02570171
-241.71301001	-0.06409288
-241.67965360	-0.09941621
-241.64629719	-0.13162557
-241.61294078	-0.15582698
-241.57958437	-0.17237047
-241.54622796	-0.17821273
-241.51287155	-0.17345547
-241.47951514	-0.15788738
-241.44615873	-0.13292700
-241.41280232	-0.09963299
-241.37944591	-0.05975703
-241.34608950	-0.01665576
-241.31273309	0.02920667
-241.27937668	0.07249732
-241.24602027	0.10844333
-241.21266386	0.13316186
-241.17930745	0.14637886
-241.14595104	0.14463566
-241.11259463	0.13085128
-241.07923822	0.10516777
-241.04588181	0.07018515
-241.01252541	0.03115995
-240.97916900	-0.00768488
-240.94581259	-0.04142159
-240.91245618	-0.06851866
-240.87909977	-0.08489520
-240.84574336	-0.09085352
-240.81238695	-0.08431524
-240.77903054	-0.06711403
-240.74567413	-0.04206395
-240.71231772	-0.01233800
-240.67896131	0.01909235
-240.64560490	0.04869120
-240.61224849	0.07387999
-240.57889208	0.08928028
-240.54553567	0.09949717
-240.51217926	0.09992731
-240.47882285	0.09462146
-240.44546644	0.08182450
-240.41211003	0.06756597
-240.37875362	0.04866647
-240.34539721	0.03027995
-240.31204081	0.00940759
-240.27868440	-0.00832322
-240.24532799	-0.02743375
-240.21197158	-0.04523455
-240.17861517	-0.06113283
-240.14525876	-0.07306336
-240.11190235	-0.08291888
-240.07854594	-0.09004959
-240.04518953	-0.09278290
-240.01183312	-0.09340114
-239.97847671	-0.09109354
-239.94512030	-0.08754154
-239.91176389	-0.08201387
-239.87840748	-0.07918476
-239.84505107	-0.07749736
-239.81169466	-0.07757558
-239.77833825	-0.07992109
-239.74498184	-0.08269891
-239.71162543	-0.08406574
-239.67826902	-0.08206844
-239.64491261	-0.07593793
-239.61155621	-0.06429722
-239.57819980	-0.04943157
-239.54484339	-0.03090446
-239.51148698	-0.01358976
-239.47813057	0.00122814
-239.44477416	0.01396279
-239.41141775	0.02211475
-239.37806134	0.02984823
-239.34470493	0.03308268
-239.31134852	0.03777443
-239.27799211	0.04315910
-239.24463570	0.04613862
-239.21127929	0.05120948
-239.17792288	0.05561845
-239.14456647	0.05628554
-239.11121006	0.05415885
-239.07785365	0.05168212
-239.04449724	0.04664844
-239.01114083	0.03941333
-238.97778442	0.02953706
-238.94442801	0.02033608
-238.91107161	0.01163085
-238.87771520	0.00133489
-238.84435879	-0.01102205
-238.81100238	-0.02131495
-238.77764597	-0.03035887
-238.74428956	-0.03958629
-238.71093315	-0.04669903
-238.67757674	-0.05027169
-238.64422033	-0.05205471
-238.61086392	-0.04764174
-238.57750751	-0.03933415
-238.54415110	-0.02983867
-238.51079469	-0.01846133
-238.47743828	-0.00718228
-238.44408187	0.00328854
-238.41072546	0.00930908
-238.37736905	0.01376939
-238.34401264	0.01242391
-238.31065623	0.00781391
-238.27729982	0.00176416
-238.24394342	-0.00918718
-238.21058701	-0.02129532
-238.17723060	-0.03402725
-238.14387419	-0.04483681
-238.11051778	-0.05254231
-238.07716137	-0.05714920
-238.04380496	-0.05951476
-238.01044855	-0.05861514
-237.97709214	-0.05866883
-237.94373573	-0.05707948
-237.91037932	-0.05426207
-237.87702291	-0.05280776
-237.84366650	-0.04779372
-237.81031009	-0.03944613
-237.77695368	-0.02772532
-237.74359727	-0.01255610
-237.71024086	0.00220972
-237.67688445	0.01849096
-237.64352804	0.03154095
-237.61017163	0.04078642
-237.57681522	0.04622146
-237.54345882	0.04832532
-237.51010241	0.04729024
-237.47674600	0.04376981
-237.44338959	0.03811599
-237.41003318	0.03095032
-237.37667677	0.02165774
-237.34332036	0.01286494
-237.30996395	0.00431992
-237.27660754	-0.00542809
-237.24325113	-0.01113297
-237.20989472	-0.01905321
-237.17653831	-0.02319246
-237.14318190	-0.02461168
-237.10982549	-0.02319881
-237.07646908	-0.02029812
-237.04311267	-0.01558262
-237.00975626	-0.01113534
-236.97639985	-0.00776689
-236.94304344	-0.00502900
-236.90968703	-0.00509587
-236.87633062	-0.00942907
-236.84297422	-0.01536597
-236.80961781	-0.02199690
-236.77626140	-0.03030351
-236.74290499	-0.03532996
-236.70954858	-0.03987035
-236.67619217	-0.03967837
-236.64283576	-0.03808859
-236.60947935	-0.03216873
-236.57612294	-0.02297994
-236.54276653	-0.01178337
-236.50941012	-0.00159024
-236.47605371	0.00940586
-236.44269730	0.01689132
-236.40934089	0.02199234
-236.37598448	0.02425057
-236.34262807	0.02206807
-236.30927166	0.01557911
-236.27591525	0.00727378
-236.24255884	-0.00610670
-236.20920243	-0.02109962
-236.17584602	-0.03574778
-236.14248962	-0.05053085
-236.10913321	-0.06505054
-236.07577680	-0.07775226
-236.04242039	-0.08827684
-236.00906398	-0.09591908
-235.97570757	-0.10099599
-235.94235116	-0.09949973
-235.90899475	-0.09402386
-235.87563834	-0.08656403
-235.84228193	-0.07405413
-235.80892552	-0.05808178
-235.77556911	-0.03718932
-235.74221270	-0.01461858
-235.70885629	0.01031896
-235.67549988	0.03481399
-235.64214347	0.05946962
-235.60878706	0.07952067
-235.57543065	0.09498890
-235.54207424	0.10212615
-235.50871783	0.10441165
-235.47536142	0.09775042
-235.44200502	0.08536136
-235.40864861	0.07063600
-235.37529220	0.05029550
-235.34193579	0.03178386
-235.30857938	0.01328075
-235.27522297	-0.00249392
-235.24186656	-0.01589564
-235.20851015	-0.02631467
-235.17515374	-0.03247584
-235.14179733	-0.03865227
-235.10844092	-0.03973724
-235.07508451	-0.04186234
-235.04172810	-0.04237025
-235.00837169	-0.04423980
-234.97501528	-0.04574090
-234.94165887	-0.04338944
-234.90830246	-0.04164390
-234.87494605	-0.03788149
-234.84158964	-0.03303197
-234.80823323	-0.02586252
-234.77487682	-0.01963749
-234.74152042	-0.01459366
-234.70816401	-0.01048704
-234.67480760	-0.01012295
-234.64145119	-0.01317545
