# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -300 ps, Average over 80 waveforms. Date: 2023-3-20
# Time [ps] 	 THz Signal [a.u.]
-267.09723765	-0.00649513
-267.06388124	-0.00627956
-267.03052483	-0.00700962
-266.99716842	-0.00549220
-266.96381201	-0.00546715
-266.93045560	-0.00621700
-266.89709919	-0.00614086
-266.86374278	-0.00675860
-266.83038637	-0.00562661
-266.79702996	-0.00669350
-266.76367355	-0.00654420
-266.73031714	-0.00626842
-266.69696074	-0.00516462
-266.66360433	-0.00557814
-266.63024792	-0.00609964
-266.59689151	-0.00615368
-266.56353510	-0.00575983
-266.53017869	-0.00677543
-266.49682228	-0.00588515
-266.46346587	-0.00605302
-266.43010946	-0.00630248
-266.39675305	-0.00610477
-266.36339664	-0.00578486
-266.33004023	-0.00729511
-266.29668382	-0.00716207
-266.26332741	-0.00685235
-266.22997100	-0.00621822
-266.19661459	-0.00691772
-266.16325818	-0.00725175
-266.12990177	-0.00632344
-266.09654536	-0.00558408
-266.06318895	-0.00720737
-266.02983255	-0.00662775
-265.99647614	-0.00663400
-265.96311973	-0.00622051
-265.92976332	-0.00715088
-265.89640691	-0.00752692
-265.86305050	-0.00657797
-265.82969409	-0.00642130
-265.79633768	-0.00594941
-265.76298127	-0.00594463
-265.72962486	-0.00833374
-265.69626845	-0.00553890
-265.66291204	-0.00702216
-265.62955563	-0.00622745
-265.59619922	-0.00755313
-265.56284281	-0.00684218
-265.52948640	-0.00736434
-265.49612999	-0.00599836
-265.46277358	-0.00680053
-265.42941717	-0.00595557
-265.39606076	-0.00627793
-265.36270435	-0.00758532
-265.32934795	-0.00658999
-265.29599154	-0.00684595
-265.26263513	-0.00680862
-265.22927872	-0.00798330
-265.19592231	-0.00666299
-265.16256590	-0.00723797
-265.12920949	-0.00631194
-265.09585308	-0.00712510
-265.06249667	-0.00651888
-265.02914026	-0.00607615
-264.99578385	-0.00634860
-264.96242744	-0.00689882
-264.92907103	-0.00722837
-264.89571462	-0.00668022
-264.86235821	-0.00646710
-264.82900180	-0.00649555
-264.79564539	-0.00678792
-264.76228898	-0.00601755
-264.72893257	-0.00595750
-264.69557616	-0.00629622
-264.66221975	-0.00751424
-264.62886335	-0.00704018
-264.59550694	-0.00614092
-264.56215053	-0.00658637
-264.52879412	-0.00759277
-264.49543771	-0.00756958
-264.46208130	-0.00716621
-264.42872489	-0.00689048
-264.39536848	-0.00628235
-264.36201207	-0.00719433
-264.32865566	-0.00677890
-264.29529925	-0.00746753
-264.26194284	-0.00791574
-264.22858643	-0.00654939
-264.19523002	-0.00702999
-264.16187361	-0.00638178
-264.12851720	-0.00660931
-264.09516079	-0.00780449
-264.06180438	-0.00752591
-264.02844797	-0.00820586
-263.99509156	-0.00744576
-263.96173515	-0.00713557
-263.92837875	-0.00724041
-263.89502234	-0.00748894
-263.86166593	-0.00794301
-263.82830952	-0.00742268
-263.79495311	-0.00821676
-263.76159670	-0.00830310
-263.72824029	-0.00741555
-263.69488388	-0.00768878
-263.66152747	-0.00680221
-263.62817106	-0.00704512
-263.59481465	-0.00816560
-263.56145824	-0.00727115
-263.52810183	-0.00693222
-263.49474542	-0.00805685
-263.46138901	-0.00945204
-263.42803260	-0.00782026
-263.39467619	-0.00792638
-263.36131978	-0.00841424
-263.32796337	-0.00833986
-263.29460696	-0.00781024
-263.26125055	-0.00772731
-263.22789415	-0.00751865
-263.19453774	-0.00917475
-263.16118133	-0.00832353
-263.12782492	-0.00819172
-263.09446851	-0.00804613
-263.06111210	-0.00842837
-263.02775569	-0.00915615
-262.99439928	-0.00759295
-262.96104287	-0.00785806
-262.92768646	-0.00909394
-262.89433005	-0.00844522
-262.86097364	-0.00812760
-262.82761723	-0.00882213
-262.79426082	-0.00717408
-262.76090441	-0.00751784
-262.72754800	-0.00868073
-262.69419159	-0.00840923
-262.66083518	-0.00773919
-262.62747877	-0.00790147
-262.59412236	-0.00817618
-262.56076595	-0.00840817
-262.52740955	-0.00806933
-262.49405314	-0.00811670
-262.46069673	-0.00758202
-262.42734032	-0.00838572
-262.39398391	-0.00759255
-262.36062750	-0.00892233
-262.32727109	-0.00843513
-262.29391468	-0.00763754
-262.26055827	-0.00715435
-262.22720186	-0.00827775
-262.19384545	-0.00847762
-262.16048904	-0.00954198
-262.12713263	-0.00753870
-262.09377622	-0.00806978
-262.06041981	-0.00769367
-262.02706340	-0.00787036
-261.99370699	-0.00829182
-261.96035058	-0.00787149
-261.92699417	-0.00858182
-261.89363776	-0.00814378
-261.86028136	-0.00792215
-261.82692495	-0.00845095
-261.79356854	-0.00738924
-261.76021213	-0.00840596
-261.72685572	-0.00839403
-261.69349931	-0.00805762
-261.66014290	-0.00785032
-261.62678649	-0.00847422
-261.59343008	-0.00801644
-261.56007367	-0.00861094
-261.52671726	-0.00757249
-261.49336085	-0.00806660
-261.46000444	-0.00847527
-261.42664803	-0.00837395
-261.39329162	-0.00869056
-261.35993521	-0.00910820
-261.32657880	-0.00852879
-261.29322239	-0.00868864
-261.25986598	-0.00830614
-261.22650957	-0.00853116
-261.19315316	-0.00858347
-261.15979676	-0.00816775
-261.12644035	-0.00884741
-261.09308394	-0.00921659
-261.05972753	-0.00837975
-261.02637112	-0.00915728
-260.99301471	-0.00932646
-260.95965830	-0.00884541
-260.92630189	-0.00842923
-260.89294548	-0.00925166
-260.85958907	-0.00821766
-260.82623266	-0.00932196
-260.79287625	-0.00908754
-260.75951984	-0.00945677
-260.72616343	-0.00945501
-260.69280702	-0.00925378
-260.65945061	-0.00838710
-260.62609420	-0.00975099
-260.59273779	-0.00945072
-260.55938138	-0.00832610
-260.52602497	-0.00950755
-260.49266856	-0.00999161
-260.45931216	-0.00957234
-260.42595575	-0.00850612
-260.39259934	-0.00860560
-260.35924293	-0.00882356
-260.32588652	-0.00880604
-260.29253011	-0.00928825
-260.25917370	-0.00957901
-260.22581729	-0.00985750
-260.19246088	-0.00933891
-260.15910447	-0.00897558
-260.12574806	-0.00840212
-260.09239165	-0.00931125
-260.05903524	-0.00921076
-260.02567883	-0.00918642
-259.99232242	-0.00898021
-259.95896601	-0.00956756
-259.92560960	-0.00928849
-259.89225319	-0.00820593
-259.85889678	-0.00991959
-259.82554037	-0.00875102
-259.79218396	-0.00985946
-259.75882756	-0.00985150
-259.72547115	-0.00877574
-259.69211474	-0.00979800
-259.65875833	-0.00929475
-259.62540192	-0.00876316
-259.59204551	-0.00892031
-259.55868910	-0.00932698
-259.52533269	-0.00948053
-259.49197628	-0.01033716
-259.45861987	-0.00939641
-259.42526346	-0.00976708
-259.39190705	-0.00960855
-259.35855064	-0.00943152
-259.32519423	-0.00880001
-259.29183782	-0.00934145
-259.25848141	-0.00991677
-259.22512500	-0.00890729
-259.19176859	-0.00957285
-259.15841218	-0.01002328
-259.12505577	-0.00983348
-259.09169936	-0.01026661
-259.05834296	-0.00909768
-259.02498655	-0.00922180
-258.99163014	-0.01003045
-258.95827373	-0.00979738
-258.92491732	-0.00868068
-258.89156091	-0.00955568
-258.85820450	-0.00972731
-258.82484809	-0.00867948
-258.79149168	-0.00931620
-258.75813527	-0.01015992
-258.72477886	-0.00921073
-258.69142245	-0.00945481
-258.65806604	-0.00900115
-258.62470963	-0.01036857
-258.59135322	-0.00881474
-258.55799681	-0.00960530
-258.52464040	-0.00910070
-258.49128399	-0.01010223
-258.45792758	-0.01003368
-258.42457117	-0.00968991
-258.39121476	-0.00876043
-258.35785836	-0.00903510
-258.32450195	-0.00934325
-258.29114554	-0.00993189
-258.25778913	-0.00868475
-258.22443272	-0.01016868
-258.19107631	-0.00980280
-258.15771990	-0.00938706
-258.12436349	-0.01009352
-258.09100708	-0.01027297
-258.05765067	-0.00954976
-258.02429426	-0.00947494
-257.99093785	-0.01030345
-257.95758144	-0.00958941
-257.92422503	-0.01009969
-257.89086862	-0.00899425
-257.85751221	-0.00967639
-257.82415580	-0.00990310
-257.79079939	-0.00956152
-257.75744298	-0.01053159
-257.72408657	-0.00944850
-257.69073017	-0.01044958
-257.65737376	-0.00932898
-257.62401735	-0.00925741
-257.59066094	-0.01007209
-257.55730453	-0.00944456
-257.52394812	-0.01048742
-257.49059171	-0.00959584
-257.45723530	-0.00933120
-257.42387889	-0.00991123
-257.39052248	-0.00989334
-257.35716607	-0.01087259
-257.32380966	-0.00993227
-257.29045325	-0.01058569
-257.25709684	-0.01092970
-257.22374043	-0.01125742
-257.19038402	-0.01020324
-257.15702761	-0.01060430
-257.12367120	-0.00960041
-257.09031479	-0.00945853
-257.05695838	-0.01032495
-257.02360197	-0.00981010
-256.99024557	-0.01019533
-256.95688916	-0.01188145
-256.92353275	-0.01024641
-256.89017634	-0.01051576
-256.85681993	-0.01034678
-256.82346352	-0.01035832
-256.79010711	-0.01158684
-256.75675070	-0.01042423
-256.72339429	-0.00944317
-256.69003788	-0.01032371
-256.65668147	-0.01011299
-256.62332506	-0.01108744
-256.58996865	-0.01088270
-256.55661224	-0.00931570
-256.52325583	-0.01077780
-256.48989942	-0.00973629
-256.45654301	-0.00980031
-256.42318660	-0.01068312
-256.38983019	-0.01022627
-256.35647378	-0.01111991
-256.32311737	-0.01140449
-256.28976097	-0.01044833
-256.25640456	-0.01076203
-256.22304815	-0.01122078
-256.18969174	-0.01059018
-256.15633533	-0.01129314
-256.12297892	-0.01139100
-256.08962251	-0.01069698
-256.05626610	-0.01079903
-256.02290969	-0.01068074
-255.98955328	-0.01146935
-255.95619687	-0.01090113
-255.92284046	-0.01138874
-255.88948405	-0.01085223
-255.85612764	-0.01139781
-255.82277123	-0.01198078
-255.78941482	-0.01081716
-255.75605841	-0.01066875
-255.72270200	-0.01187913
-255.68934559	-0.01184410
-255.65598918	-0.01167458
-255.62263277	-0.01205630
-255.58927637	-0.01192625
-255.55591996	-0.01147196
-255.52256355	-0.01266045
-255.48920714	-0.01289316
-255.45585073	-0.01274851
-255.42249432	-0.01199192
-255.38913791	-0.01147014
-255.35578150	-0.01337677
-255.32242509	-0.01191332
-255.28906868	-0.01221366
-255.25571227	-0.01284830
-255.22235586	-0.01247668
-255.18899945	-0.01259501
-255.15564304	-0.01276964
-255.12228663	-0.01277723
-255.08893022	-0.01269265
-255.05557381	-0.01247437
-255.02221740	-0.01346981
-254.98886099	-0.01435309
-254.95550458	-0.01213094
-254.92214817	-0.01225047
-254.88879177	-0.01329276
-254.85543536	-0.01313800
-254.82207895	-0.01481103
-254.78872254	-0.01273421
-254.75536613	-0.01347846
-254.72200972	-0.01332446
-254.68865331	-0.01303221
-254.65529690	-0.01288099
-254.62194049	-0.01236594
-254.58858408	-0.01174573
-254.55522767	-0.01329386
-254.52187126	-0.01298458
-254.48851485	-0.01352199
-254.45515844	-0.01302454
-254.42180203	-0.01324724
-254.38844562	-0.01287332
-254.35508921	-0.01265453
-254.32173280	-0.01252129
-254.28837639	-0.01381613
-254.25501998	-0.01321711
-254.22166358	-0.01402101
-254.18830717	-0.01364094
-254.15495076	-0.01368702
-254.12159435	-0.01404931
-254.08823794	-0.01425370
-254.05488153	-0.01320083
-254.02152512	-0.01298252
-253.98816871	-0.01412607
-253.95481230	-0.01400540
-253.92145589	-0.01430141
-253.88809948	-0.01299351
-253.85474307	-0.01335700
-253.82138666	-0.01215963
-253.78803025	-0.01407139
-253.75467384	-0.01329520
-253.72131743	-0.01400968
-253.68796102	-0.01415676
-253.65460461	-0.01321860
-253.62124820	-0.01360564
-253.58789179	-0.01293157
-253.55453538	-0.01338450
-253.52117898	-0.01365899
-253.48782257	-0.01458294
-253.45446616	-0.01387674
-253.42110975	-0.01401220
-253.38775334	-0.01428412
-253.35439693	-0.01453996
-253.32104052	-0.01391471
-253.28768411	-0.01284766
-253.25432770	-0.01419624
-253.22097129	-0.01542544
-253.18761488	-0.01294380
-253.15425847	-0.01383069
-253.12090206	-0.01416549
-253.08754565	-0.01313083
-253.05418924	-0.01367152
-253.02083283	-0.01391834
-252.98747642	-0.01328794
-252.95412001	-0.01253212
-252.92076360	-0.01234908
-252.88740719	-0.01258336
-252.85405078	-0.01314789
-252.82069438	-0.01450351
-252.78733797	-0.01292853
-252.75398156	-0.01258372
-252.72062515	-0.01284074
-252.68726874	-0.01404660
-252.65391233	-0.01319202
-252.62055592	-0.01441383
-252.58719951	-0.01410837
-252.55384310	-0.01432996
-252.52048669	-0.01490818
-252.48713028	-0.01412746
-252.45377387	-0.01479066
-252.42041746	-0.01499838
-252.38706105	-0.01508520
-252.35370464	-0.01525958
-252.32034823	-0.01333720
-252.28699182	-0.01405539
-252.25363541	-0.01447009
-252.22027900	-0.01408742
-252.18692259	-0.01457540
-252.15356618	-0.01406915
-252.12020978	-0.01428840
-252.08685337	-0.01455615
-252.05349696	-0.01444359
-252.02014055	-0.01455314
-251.98678414	-0.01355682
-251.95342773	-0.01439701
-251.92007132	-0.01480575
-251.88671491	-0.01457080
-251.85335850	-0.01474828
-251.82000209	-0.01534243
-251.78664568	-0.01314361
-251.75328927	-0.01396370
-251.71993286	-0.01280509
-251.68657645	-0.01384821
-251.65322004	-0.01389680
-251.61986363	-0.01473796
-251.58650722	-0.01361823
-251.55315081	-0.01378377
-251.51979440	-0.01297727
-251.48643799	-0.01281462
-251.45308158	-0.01387889
-251.41972518	-0.01348774
-251.38636877	-0.01369021
-251.35301236	-0.01386035
-251.31965595	-0.01396767
-251.28629954	-0.01445705
-251.25294313	-0.01458621
-251.21958672	-0.01513043
-251.18623031	-0.01306191
-251.15287390	-0.01460802
-251.11951749	-0.01308525
-251.08616108	-0.01430686
-251.05280467	-0.01336678
-251.01944826	-0.01345416
-250.98609185	-0.01418165
-250.95273544	-0.01472418
-250.91937903	-0.01363759
-250.88602262	-0.01343022
-250.85266621	-0.01293774
-250.81930980	-0.01350295
-250.78595339	-0.01347760
-250.75259698	-0.01380413
-250.71924058	-0.01269873
-250.68588417	-0.01259668
-250.65252776	-0.01274872
-250.61917135	-0.01249036
-250.58581494	-0.01387818
-250.55245853	-0.01400758
-250.51910212	-0.01335752
-250.48574571	-0.01352325
-250.45238930	-0.01348534
-250.41903289	-0.01346142
-250.38567648	-0.01380130
-250.35232007	-0.01357364
-250.31896366	-0.01329069
-250.28560725	-0.01374460
-250.25225084	-0.01416955
-250.21889443	-0.01289409
-250.18553802	-0.01324606
-250.15218161	-0.01337260
-250.11882520	-0.01288963
-250.08546879	-0.01287920
-250.05211239	-0.01413004
-250.01875598	-0.01344519
-249.98539957	-0.01366699
-249.95204316	-0.01361857
-249.91868675	-0.01331758
-249.88533034	-0.01312738
-249.85197393	-0.01329666
-249.81861752	-0.01386853
-249.78526111	-0.01198049
-249.75190470	-0.01372436
-249.71854829	-0.01301684
-249.68519188	-0.01358399
-249.65183547	-0.01320558
-249.61847906	-0.01250686
-249.58512265	-0.01331447
-249.55176624	-0.01358934
-249.51840983	-0.01379648
-249.48505342	-0.01451479
-249.45169701	-0.01285330
-249.41834060	-0.01444509
-249.38498419	-0.01401385
-249.35162779	-0.01391069
-249.31827138	-0.01379693
-249.28491497	-0.01396801
-249.25155856	-0.01446897
-249.21820215	-0.01468816
-249.18484574	-0.01501511
-249.15148933	-0.01476634
-249.11813292	-0.01406919
-249.08477651	-0.01463615
-249.05142010	-0.01317126
-249.01806369	-0.01434201
-248.98470728	-0.01416078
-248.95135087	-0.01474678
-248.91799446	-0.01370978
-248.88463805	-0.01330852
-248.85128164	-0.01409214
-248.81792523	-0.01385716
-248.78456882	-0.01394713
-248.75121241	-0.01355380
-248.71785600	-0.01401432
-248.68449959	-0.01361040
-248.65114319	-0.01457183
-248.61778678	-0.01471087
-248.58443037	-0.01454270
-248.55107396	-0.01409912
-248.51771755	-0.01549845
-248.48436114	-0.01555388
-248.45100473	-0.01572635
-248.41764832	-0.01661800
-248.38429191	-0.01629889
-248.35093550	-0.01481583
-248.31757909	-0.01602386
-248.28422268	-0.01555012
-248.25086627	-0.01610865
-248.21750986	-0.01572881
-248.18415345	-0.01632899
-248.15079704	-0.01632712
-248.11744063	-0.01664280
-248.08408422	-0.01674241
-248.05072781	-0.01698111
-248.01737140	-0.01728452
-247.98401499	-0.01784639
-247.95065859	-0.01725042
-247.91730218	-0.01813003
-247.88394577	-0.01763278
-247.85058936	-0.01857975
-247.81723295	-0.01917668
-247.78387654	-0.01919486
-247.75052013	-0.02018762
-247.71716372	-0.01964745
-247.68380731	-0.02032005
-247.65045090	-0.02032595
-247.61709449	-0.02023886
-247.58373808	-0.02128738
-247.55038167	-0.02121809
-247.51702526	-0.02271918
-247.48366885	-0.02258921
-247.45031244	-0.02504047
-247.41695603	-0.02416064
-247.38359962	-0.02574704
-247.35024321	-0.02656594
-247.31688680	-0.02711393
-247.28353039	-0.02939956
-247.25017399	-0.02998951
-247.21681758	-0.03132677
-247.18346117	-0.03302124
-247.15010476	-0.03531719
-247.11674835	-0.03753884
-247.08339194	-0.03956706
-247.05003553	-0.04163136
-247.01667912	-0.04558098
-246.98332271	-0.04901593
-246.94996630	-0.05124463
-246.91660989	-0.05509136
-246.88325348	-0.05870553
-246.84989707	-0.06150176
-246.81654066	-0.06666916
-246.78318425	-0.06928531
-246.74982784	-0.07411103
-246.71647143	-0.07751284
-246.68311502	-0.07832160
-246.64975861	-0.08073918
-246.61640220	-0.08195000
-246.58304579	-0.08051893
-246.54968939	-0.07795886
-246.51633298	-0.07290903
-246.48297657	-0.06518486
-246.44962016	-0.05519028
-246.41626375	-0.04491808
-246.38290734	-0.02988848
-246.34955093	-0.01362813
-246.31619452	0.00561281
-246.28283811	0.02344209
-246.24948170	0.04279694
-246.21612529	0.06027450
-246.18276888	0.07624985
-246.14941247	0.08848745
-246.11605606	0.09775076
-246.08269965	0.10045868
-246.04934324	0.09776524
-246.01598683	0.08892661
-245.98263042	0.07281705
-245.94927401	0.04964992
-245.91591760	0.02125955
-245.88256120	-0.01080543
-245.84920479	-0.04834674
-245.81584838	-0.08693660
-245.78249197	-0.12332455
-245.74913556	-0.15861349
-245.71577915	-0.18624414
-245.68242274	-0.20550965
-245.64906633	-0.21319065
-245.61570992	-0.20523472
-245.58235351	-0.18377506
-245.54899710	-0.14530765
-245.51564069	-0.08943080
-245.48228428	-0.01811322
-245.44892787	0.06943737
-245.41557146	0.16948513
-245.38221505	0.27811575
-245.34885864	0.39230750
-245.31550223	0.50782698
-245.28214582	0.61611142
-245.24878941	0.71114357
-245.21543300	0.79049703
-245.18207660	0.84347849
-245.14872019	0.86733777
-245.11536378	0.85674857
-245.08200737	0.81049699
-245.04865096	0.72867314
-245.01529455	0.61577743
-244.98193814	0.47607733
-244.94858173	0.31815013
-244.91522532	0.15412506
-244.88186891	-0.00491886
-244.84851250	-0.15344809
-244.81515609	-0.27482967
-244.78179968	-0.36942395
-244.74844327	-0.43219681
-244.71508686	-0.46249879
-244.68173045	-0.46447004
-244.64837404	-0.44188538
-244.61501763	-0.40390892
-244.58166122	-0.35558597
-244.54830481	-0.30654488
-244.51494840	-0.26038824
-244.48159200	-0.21944231
-244.44823559	-0.19385752
-244.41487918	-0.18033570
-244.38152277	-0.17976558
-244.34816636	-0.19139906
-244.31480995	-0.21180325
-244.28145354	-0.23846027
-244.24809713	-0.26630269
-244.21474072	-0.29435993
-244.18138431	-0.31769982
-244.14802790	-0.33281213
-244.11467149	-0.34211536
-244.08131508	-0.34233024
-244.04795867	-0.33710846
-244.01460226	-0.32015614
-243.98124585	-0.29878552
-243.94788944	-0.26983603
-243.91453303	-0.23479937
-243.88117662	-0.19708302
-243.84782021	-0.15736698
-243.81446380	-0.11836044
-243.78110740	-0.08370309
-243.74775099	-0.05399410
-243.71439458	-0.03175499
-243.68103817	-0.01626406
-243.64768176	-0.00716786
-243.61432535	-0.00723233
-243.58096894	-0.01450845
-243.54761253	-0.02809042
-243.51425612	-0.04423337
-243.48089971	-0.06251088
-243.44754330	-0.08165888
-243.41418689	-0.09664245
-243.38083048	-0.10485246
-243.34747407	-0.10589568
-243.31411766	-0.09766888
-243.28076125	-0.08073067
-243.24740484	-0.05422072
-243.21404843	-0.02340717
-243.18069202	0.01030448
-243.14733561	0.04394558
-243.11397920	0.07369799
-243.08062280	0.09737764
-243.04726639	0.11306395
-243.01390998	0.12186225
-242.98055357	0.11795170
-242.94719716	0.10580499
-242.91384075	0.08313962
-242.88048434	0.05568818
-242.84712793	0.02411096
-242.81377152	-0.00711092
-242.78041511	-0.03646115
-242.74705870	-0.06014193
-242.71370229	-0.07621287
-242.68034588	-0.08501308
-242.64698947	-0.08594833
-242.61363306	-0.08144219
-242.58027665	-0.07338674
-242.54692024	-0.06161335
-242.51356383	-0.04732310
-242.48020742	-0.03289634
-242.44685101	-0.01975032
-242.41349460	-0.00677576
-242.38013820	0.00481873
-242.34678179	0.01648728
-242.31342538	0.02376130
-242.28006897	0.03020299
-242.24671256	0.03675997
-242.21335615	0.04071336
-242.17999974	0.04360222
-242.14664333	0.04565981
-242.11328692	0.04962628
-242.07993051	0.05293451
-242.04657410	0.05306437
-242.01321769	0.05382436
-241.97986128	0.05323174
-241.94650487	0.05040227
-241.91314846	0.04337981
-241.87979205	0.03536886
-241.84643564	0.02484759
-241.81307923	0.01114825
-241.77972282	-0.00263966
-241.74636641	-0.01884325
-241.71301001	-0.03374713
-241.67965360	-0.04833271
-241.64629719	-0.05842982
-241.61294078	-0.06637406
-241.57958437	-0.06862346
-241.54622796	-0.06663178
-241.51287155	-0.05945699
-241.47951514	-0.04762666
-241.44615873	-0.03267195
-241.41280232	-0.01266892
-241.37944591	0.00608023
-241.34608950	0.02596934
-241.31273309	0.04476863
-241.27937668	0.06099186
-241.24602027	0.07081303
-241.21266386	0.07542095
-241.17930745	0.07251696
-241.14595104	0.06097048
-241.11259463	0.04487927
-241.07923822	0.02281930
-241.04588181	-0.00282418
-241.01252541	-0.02816874
-240.97916900	-0.05138451
-240.94581259	-0.06799943
-240.91245618	-0.07960543
-240.87909977	-0.08474890
-240.84574336	-0.08122901
-240.81238695	-0.06997166
-240.77903054	-0.05305479
-240.74567413	-0.03223294
-240.71231772	-0.00902764
-240.67896131	0.01298612
-240.64560490	0.03410475
-240.61224849	0.04891990
-240.57889208	0.05980403
-240.54553567	0.06352107
-240.51217926	0.06163712
-240.47882285	0.05558262
-240.44546644	0.04574008
-240.41211003	0.03364951
-240.37875362	0.02094338
-240.34539721	0.00708735
-240.31204081	-0.00498189
-240.27868440	-0.01528202
-240.24532799	-0.02395944
-240.21197158	-0.02916911
-240.17861517	-0.03370196
-240.14525876	-0.03639638
-240.11190235	-0.03528191
-240.07854594	-0.03562818
-240.04518953	-0.03368022
-240.01183312	-0.03177975
-239.97847671	-0.02873757
-239.94512030	-0.02736953
-239.91176389	-0.02556566
-239.87840748	-0.02560217
-239.84505107	-0.02909146
-239.81169466	-0.03226555
-239.77833825	-0.03811107
-239.74498184	-0.04368224
-239.71162543	-0.04953658
-239.67826902	-0.05189503
-239.64491261	-0.05303088
-239.61155621	-0.05027684
-239.57819980	-0.04579251
-239.54484339	-0.04051203
-239.51148698	-0.03254056
-239.47813057	-0.02576050
-239.44477416	-0.01825103
-239.41141775	-0.01355633
-239.37806134	-0.00955647
-239.34470493	-0.00540795
-239.31134852	-0.00156088
-239.27799211	0.00042844
-239.24463570	0.00356860
-239.21127929	0.00576283
-239.17792288	0.00743473
-239.14456647	0.00853674
-239.11121006	0.00736179
-239.07785365	0.00740641
-239.04449724	0.00499799
-239.01114083	0.00279578
-238.97778442	0.00065029
-238.94442801	-0.00216625
-238.91107161	-0.00579165
-238.87771520	-0.00939120
-238.84435879	-0.01244189
-238.81100238	-0.01606862
-238.77764597	-0.01795255
-238.74428956	-0.02097440
-238.71093315	-0.02137267
-238.67757674	-0.02106536
-238.64422033	-0.01770053
-238.61086392	-0.01504955
-238.57750751	-0.00936359
-238.54415110	-0.00288105
-238.51079469	0.00324658
-238.47743828	0.00939674
-238.44408187	0.01322483
-238.41072546	0.01488097
-238.37736905	0.01530999
-238.34401264	0.01194969
-238.31065623	0.00655148
-238.27729982	-0.00112285
-238.24394342	-0.00892020
-238.21058701	-0.01705000
-238.17723060	-0.02698280
-238.14387419	-0.03339065
-238.11051778	-0.03972622
-238.07716137	-0.04214926
-238.04380496	-0.04407889
-238.01044855	-0.04265444
-237.97709214	-0.04023718
-237.94373573	-0.03776071
-237.91037932	-0.03507200
-237.87702291	-0.03089427
-237.84366650	-0.02644957
-237.81031009	-0.02275923
-237.77695368	-0.01484555
-237.74359727	-0.00856575
-237.71024086	-0.00274665
-237.67688445	0.00552396
-237.64352804	0.00951757
-237.61017163	0.01247566
-237.57681522	0.01310421
-237.54345882	0.01300125
-237.51010241	0.01075515
-237.47674600	0.00842215
-237.44338959	0.00660438
-237.41003318	0.00200913
-237.37667677	-0.00191225
-237.34332036	-0.00614692
-237.30996395	-0.01076412
-237.27660754	-0.01400356
-237.24325113	-0.01596480
-237.20989472	-0.01811307
-237.17653831	-0.01891489
-237.14318190	-0.01828015
-237.10982549	-0.01518310
-237.07646908	-0.01251091
-237.04311267	-0.01073157
-237.00975626	-0.00679335
-236.97639985	-0.00649246
-236.94304344	-0.00561081
-236.90968703	-0.00705546
-236.87633062	-0.01024778
-236.84297422	-0.01485008
-236.80961781	-0.01971469
-236.77626140	-0.02264135
-236.74290499	-0.02601226
-236.70954858	-0.02742134
-236.67619217	-0.02664779
-236.64283576	-0.02423009
-236.60947935	-0.02055523
-236.57612294	-0.01350256
-236.54276653	-0.00577024
-236.50941012	0.00113800
-236.47605371	0.00880995
-236.44269730	0.01349120
-236.40934089	0.01729140
-236.37598448	0.01914236
-236.34262807	0.01427150
-236.30927166	0.01211970
-236.27591525	0.00278833
-236.24255884	-0.00653405
-236.20920243	-0.01529288
-236.17584602	-0.02532913
-236.14248962	-0.03590236
-236.10913321	-0.04450763
-236.07577680	-0.05283653
-236.04242039	-0.05748175
-236.00906398	-0.05898756
-235.97570757	-0.06082783
-235.94235116	-0.05921665
-235.90899475	-0.05473530
-235.87563834	-0.04889646
-235.84228193	-0.04049879
-235.80892552	-0.03251569
-235.77556911	-0.02082175
-235.74221270	-0.00996691
-235.70885629	0.00242489
-235.67549988	0.01346725
-235.64214347	0.02349589
-235.60878706	0.03018824
-235.57543065	0.03506094
-235.54207424	0.03731766
-235.50871783	0.03497339
-235.47536142	0.02873342
-235.44200502	0.02023326
-235.40864861	0.01175201
-235.37529220	-0.00024499
-235.34193579	-0.01005355
-235.30857938	-0.01850683
-235.27522297	-0.02493698
-235.24186656	-0.02886060
-235.20851015	-0.03151076
-235.17515374	-0.03003316
-235.14179733	-0.02786328
-235.10844092	-0.02343914
-235.07508451	-0.02216623
-235.04172810	-0.01886751
-235.00837169	-0.01535544
-234.97501528	-0.01359022
-234.94165887	-0.01119798
-234.90830246	-0.00970088
-234.87494605	-0.00832582
-234.84158964	-0.00582941
-234.80823323	-0.00425962
-234.77487682	-0.00426616
-234.74152042	-0.00316680
-234.70816401	-0.00308757
-234.67480760	-0.00495000
-234.64145119	-0.00773324
-234.60809478	-0.01093417
-234.57473837	-0.01350566
-234.54138196	-0.01742787
-234.50802555	-0.01957885
-234.47466914	-0.02256223
-234.44131273	-0.02396662
-234.40795632	-0.02533870
-234.37459991	-0.02692540
-234.34124350	-0.02874942
-234.30788709	-0.02953653
-234.27453068	-0.03065143
-234.24117427	-0.03205694
-234.20781786	-0.03208658
-234.17446145	-0.03055481
-234.14110504	-0.03061099
-234.10774863	-0.02832091
-234.07439223	-0.02782987
-234.04103582	-0.02546671
-234.00767941	-0.02473322
-233.97432300	-0.02208043
-233.94096659	-0.01862670
-233.90761018	-0.01590643
-233.87425377	-0.01156295
-233.84089736	-0.00666505
-233.80754095	-0.00075577
-233.77418454	0.00625803
-233.74082813	0.01143023
-233.70747172	0.01765085
